year,category,nominee,film,won,total_nominations
2018,Other,Chile,A Fantastic Woman,True,1.0
2018,Other,Lebanon,The Insult,False,1.0
2018,Other,Russia,Loveless,False,1.0
2018,Other,Hungary,On Body and Soul,False,1.0
2018,Other,Sweden,The Square,False,1.0
2018,Other,Kazuhiro Tsuji/David Malinowski/Lucy Sibbick,Darkest Hour,True,6.0
2018,Other,Daniel Phillips/Lou Sheppard,Victoria & Abdul,False,2.0
2018,Other,Arjen Tuiten,Wonder,False,1.0
2018,Other,Hans Zimmer,Dunkirk,False,8.0
2018,Other,Jonny Greenwood,Phantom Thread,False,6.0
2018,Other,Alexandre Desplat,The Shape of Water,True,13.0
2018,Other,John Williams,Star Wars: The Last Jedi,False,4.0
2018,Other,Carter Burwell,"Three Billboards outside Ebbing, Missouri",False,7.0
2018,Other,Mary J. Blige/Raphael Saadiq/Taura Stinson,Mudbound,False,4.0
2018,Other,Sufjan Stevens,Call Me by Your Name,False,4.0
2018,Other,Kristen Anderson-Lopez/Robert Lopez,Coco,True,2.0
2018,Other,Diane Warren/Lonnie R. Lynn,Marshall,False,1.0
2018,Other,Benj Pasek/Justin Paul,The Greatest Showman,False,1.0
2018,Best Picture,Peter Spears/Luca Guadagnino/Emilie Georges/Marco Morabito,Call Me by Your Name,False,4.0
2018,Best Picture,Tim Bevan/Eric Fellner/Lisa Bruce/Anthony McCarten/Douglas Urbanski,Darkest Hour,False,6.0
2018,Best Picture,Emma Thomas/Christopher Nolan,Dunkirk,False,8.0
2018,Best Picture,Sean McKittrick/Jason Blum/Edward H. Hamm Jr./Jordan Peele,Get Out,False,4.0
2018,Best Picture,Scott Rudin/Eli Bush/Evelyn O'Neill,Lady Bird,False,5.0
2018,Best Picture,JoAnne Sellar/Paul Thomas Anderson/Megan Ellison/Daniel Lupi,Phantom Thread,False,6.0
2018,Best Picture,Amy Pascal/Steven Spielberg/Kristie Macosko Krieger,The Post,False,2.0
2018,Best Picture,Guillermo del Toro/J. Miles Dale,The Shape of Water,True,13.0
2018,Best Picture,Graham Broadbent/Pete Czernin/Martin McDonagh,"Three Billboards outside Ebbing, Missouri",False,7.0
2018,Other,Sarah Greenwood/Katie Spencer,Beauty and the Beast,False,2.0
2018,Other,Dennis Gassner/Alessandra Querzola,Blade Runner 2049,False,5.0
2018,Other,Sarah Greenwood/Katie Spencer,Darkest Hour,False,6.0
2018,Other,Nathan Crowley/Gary Fettis,Dunkirk,False,8.0
2018,Other,Paul Denham Austerberry/Shane Vieau/Jeffrey A. Melvin,The Shape of Water,True,13.0
2018,Other,Glen Keane/Kobe Bryant,Dear Basketball,True,1.0
2018,Other,Victor Caire/Gabriel Grapperon,Garden Party,False,1.0
2018,Other,Dave Mullins/Dana Murray,Lou,False,1.0
2018,Other,Max Porter/Ru Kuwahata,Negative Space,False,1.0
2018,Other,Jakob Schuh/Jan Lachauer,Revolting Rhymes,False,1.0
2018,Other,Reed Van Dyk,DeKalb Elementary,False,1.0
2018,Other,Derin Seale/Josh Lawson,The Eleven O'Clock,False,1.0
2018,Other,Kevin Wilson Jr.,My Nephew Emmett,False,1.0
2018,Other,Chris Overton/Rachel Shenton,The Silent Child,True,1.0
2018,Other,Katja Benrath/Tobias Rosen,Watu Wote/All of Us,False,1.0
2018,Other,Julian Slater,Baby Driver,False,3.0
2018,Other,Mark Mangini/Theo Green,Blade Runner 2049,False,5.0
2018,Other,Richard King/Alex Gibson,Dunkirk,True,8.0
2018,Other,Nathan Robitaille/Nelson Ferreira,The Shape of Water,False,13.0
2018,Other,Matthew Wood/Ren Klyce,Star Wars: The Last Jedi,False,4.0
2018,Other,Julian Slater/Tim Cavagin/Mary H. Ellis,Baby Driver,False,3.0
2018,Other,Ron Bartlett/Doug Hemphill/Mac Ruth,Blade Runner 2049,False,5.0
2018,Other,Gregg Landaker/Gary A. Rizzo/Mark Weingarten,Dunkirk,True,8.0
2018,Other,Christian Cooke/Brad Zoern/Glen Gauthier,The Shape of Water,False,13.0
2018,Other,David Parker/Michael Semanick/Ren Klyce/Stuart Wilson,Star Wars: The Last Jedi,False,4.0
2018,Other,John Nelson/Gerd Nefzer/Paul Lambert/Richard R. Hoover,Blade Runner 2049,True,5.0
2018,Other,Christopher Townsend/Guy Williams/Jonathan Fawkner/Dan Sudick,Guardians of the Galaxy Vol. 2,False,1.0
2018,Other,Stephen Rosenbaum/Jeff White/Scott Benza/Mike Meinardus,Kong: Skull Island,False,1.0
2018,Other,Ben Morris/Mike Mulholland/Neal Scanlan/Chris Corbould,Star Wars: The Last Jedi,False,4.0
2018,Other,Joe Letteri/Daniel Barrett/Dan Lemmon/Joel Whist,War for the Planet of the Apes,False,1.0
2018,Other,James Ivory,Call Me by Your Name,True,4.0
2018,Other,Scott Neustadter/Michael H. Weber,The Disaster Artist,False,1.0
2018,Other,Scott Frank/James Mangold/Michael Green,Logan,False,1.0
2018,Other,Aaron Sorkin,Molly's Game,False,1.0
2018,Other,Virgil Williams/Dee Rees,Mudbound,False,4.0
2018,Other,Emily V. Gordon/Kumail Nanjiani,The Big Sick,False,1.0
2018,Other,Jordan Peele,Get Out,True,4.0
2018,Other,Greta Gerwig,Lady Bird,False,5.0
2018,Other,Guillermo del Toro/Vanessa Taylor,The Shape of Water,False,13.0
2018,Other,Martin McDonagh,"Three Billboards outside Ebbing, Missouri",False,7.0
2018,Other,Alejandro G. Iñárritu,CARNE y ARENA,True,1.0
2018,Other,Charles Burnett,,True,
2018,Other,Owen Roizman,,True,
2018,Other,Donald Sutherland,,True,
2018,Other,Agnès Varda,,True,
2018,Other,Jonathan Erland,,True,
2019,Leading Actor,Christian Bale,Vice,False,8.0
2019,Leading Actor,Bradley Cooper,A Star Is Born,False,8.0
2019,Leading Actor,Willem Dafoe,At Eternity's Gate,False,1.0
2019,Leading Actor,Rami Malek,Bohemian Rhapsody,True,5.0
2019,Leading Actor,Viggo Mortensen,Green Book,False,5.0
2019,Supporting Actor,Mahershala Ali,Green Book,True,5.0
2019,Supporting Actor,Adam Driver,BlacKkKlansman,False,6.0
2019,Supporting Actor,Sam Elliott,A Star Is Born,False,8.0
2019,Supporting Actor,Richard E. Grant,Can You Ever Forgive Me?,False,3.0
2019,Supporting Actor,Sam Rockwell,Vice,False,8.0
2019,Leading Actress,Yalitza Aparicio,Roma,False,10.0
2019,Leading Actress,Glenn Close,The Wife,False,1.0
2019,Leading Actress,Olivia Colman,The Favourite,True,10.0
2019,Leading Actress,Lady Gaga,A Star Is Born,False,8.0
2019,Leading Actress,Melissa McCarthy,Can You Ever Forgive Me?,False,3.0
2019,Supporting Actress,Amy Adams,Vice,False,8.0
2019,Supporting Actress,Marina de Tavira,Roma,False,10.0
2019,Supporting Actress,Regina King,If Beale Street Could Talk,True,3.0
2019,Supporting Actress,Emma Stone,The Favourite,False,10.0
2019,Supporting Actress,Rachel Weisz,The Favourite,False,10.0
2019,Other,Brad Bird/John Walker/Nicole Paradis Grindle,Incredibles 2,False,1.0
2019,Other,Wes Anderson/Scott Rudin/Steven Rales/Jeremy Dawson,Isle of Dogs,False,2.0
2019,Other,Mamoru Hosoda/Yuichiro Saito,Mirai,False,1.0
2019,Other,Rich Moore/Phil Johnston/Clark Spencer,Ralph Breaks the Internet,False,1.0
2019,Other,Bob Persichetti/Peter Ramsey/Rodney Rothman/Phil Lord/Christopher Miller,Spider-Man: Into the Spider-Verse,True,1.0
2019,Cinematography,Lukasz Zal,Cold War,False,3.0
2019,Cinematography,Robbie Ryan,The Favourite,False,10.0
2019,Cinematography,Caleb Deschanel,Never Look Away,False,2.0
2019,Cinematography,Alfonso Cuarón,Roma,True,10.0
2019,Cinematography,Matthew Libatique,A Star Is Born,False,8.0
2019,Other,Mary Zophres,The Ballad of Buster Scruggs,False,3.0
2019,Other,Ruth Carter,Black Panther,True,7.0
2019,Other,Sandy Powell,The Favourite,False,10.0
2019,Other,Sandy Powell,Mary Poppins Returns,False,4.0
2019,Other,Alexandra Byrne,Mary Queen of Scots,False,2.0
2019,Director,Spike Lee,BlacKkKlansman,False,6.0
2019,Director,Pawel Pawlikowski,Cold War,False,3.0
2019,Director,Yorgos Lanthimos,The Favourite,False,10.0
2019,Director,Alfonso Cuarón,Roma,True,10.0
2019,Director,Adam McKay,Vice,False,8.0
2019,Other,Elizabeth Chai Vasarhelyi/Jimmy Chin/Evan Hayes/Shannon Dill,Free Solo,True,1.0
2019,Other,RaMell Ross/Joslyn Barnes/Su Kim,"Hale County This Morning, This Evening",False,1.0
2019,Other,Bing Liu/Diane Quon,Minding the Gap,False,1.0
2019,Other,Talal Derki/Ansgar Frerich/Eva Kemme/Tobias N. Siebert,Of Fathers and Sons,False,1.0
2019,Other,Betsy West/Julie Cohen,RBG,False,2.0
2019,Other,Ed Perkins/Jonathan Chinn,Black Sheep,False,1.0
2019,Other,Rob Epstein/Jeffrey Friedman,End Game,False,1.0
2019,Other,Skye Fitzgerald/Bryn Mooser,Lifeboat,False,1.0
2019,Other,Marshall Curry,A Night at The Garden,False,1.0
2019,Other,Rayka Zehtabchi/Melissa Berton,Period. End of Sentence.,True,1.0
2019,Film Editing,Barry Alexander Brown,BlacKkKlansman,False,6.0
2019,Film Editing,John Ottman,Bohemian Rhapsody,True,5.0
2019,Film Editing,Yorgos Mavropsaridis,The Favourite,False,10.0
2019,Film Editing,Patrick J. Don Vito,Green Book,False,5.0
2019,Film Editing,Hank Corwin,Vice,False,8.0
2019,Other,Lebanon,Capernaum,False,1.0
2019,Other,Poland,Cold War,False,3.0
2019,Other,Germany,Never Look Away,False,2.0
2019,Other,Mexico,Roma,True,10.0
2019,Other,Japan,Shoplifters,False,1.0
2019,Other,Göran Lundström/Pamela Goldammer,Border,False,1.0
2019,Other,Jenny Shircore/Marc Pilcher/Jessica Brooks,Mary Queen of Scots,False,2.0
2019,Other,Greg Cannom/Kate Biscoe/Patricia Dehaney,Vice,True,8.0
2019,Other,Ludwig Goransson,Black Panther,True,7.0
2019,Other,Terence Blanchard,BlacKkKlansman,False,6.0
2019,Other,Nicholas Britell,If Beale Street Could Talk,False,3.0
2019,Other,Alexandre Desplat,Isle of Dogs,False,2.0
2019,Other,Marc Shaiman,Mary Poppins Returns,False,4.0
2019,Other,"Kendrick Lamar/Mark ""Sounwave"" Spears/Anthony ""Top Dawg"" Tiffith/SZA",Black Panther,False,7.0
2019,Other,Diane Warren,RBG,False,2.0
2019,Other,Marc Shaiman/Scott Wittman,Mary Poppins Returns,False,4.0
2019,Other,Lady Gaga/Mark Ronson/Anthony Rossomando/Andrew Wyatt,A Star Is Born,True,8.0
2019,Other,Gillian Welch/David Rawlings,The Ballad of Buster Scruggs,False,3.0
2019,Best Picture,Kevin Feige,Black Panther,False,7.0
2019,Best Picture,Sean McKittrick/Jason Blum/Raymond Mansfield/Jordan Peele/Spike Lee,BlacKkKlansman,False,6.0
2019,Best Picture,Graham King,Bohemian Rhapsody,False,5.0
2019,Best Picture,Ceci Dempsey/Ed Guiney/Lee Magiday/Yorgos Lanthimos,The Favourite,False,10.0
2019,Best Picture,Jim Burke/Charles B. Wessler/Brian Currie/Peter Farrelly/Nick Vallelonga,Green Book,True,5.0
2019,Best Picture,Gabriela Rodríguez/Alfonso Cuarón,Roma,False,10.0
2019,Best Picture,Bill Gerber/Bradley Cooper/Lynette Howell Taylor,A Star Is Born,False,8.0
2019,Best Picture,Dede Gardner/Jeremy Kleiner/Adam McKay/Kevin Messick,Vice,False,8.0
2019,Other,Hannah Beachler/Jay Hart,Black Panther,True,7.0
2019,Other,Fiona Crombie/Alice Felton,The Favourite,False,10.0
2019,Other,Nathan Crowley/Kathy Lucas,First Man,False,4.0
2019,Other,John Myhre/Gordon Sim,Mary Poppins Returns,False,4.0
2019,Other,Eugenio Caballero/Bárbara Enríquez,Roma,False,10.0
2019,Other,Alison Snowden/David Fine,Animal Behaviour,False,1.0
2019,Other,Domee Shi/Becky Neiman-Cobb,Bao,True,1.0
2019,Other,Louise Bagnall/Nuria González Blanco,Late Afternoon,False,1.0
2019,Other,Andrew Chesworth/Bobby Pontillas,One Small Step,False,1.0
2019,Other,Trevor Jimenez,Weekends,False,1.0
2019,Other,Vincent Lambe/Darren Mahon,Detainment,False,1.0
2019,Other,Jeremy Comte/Maria Gracia Turgeon,Fauve,False,1.0
2019,Other,Marianne Farley/Marie-Hélène Panisset,Marguerite,False,1.0
2019,Other,Rodrigo Sorogoyen/María del Puy Alvarado,Mother,False,1.0
2019,Other,Guy Nattiv/Jaime Ray Newman,Skin,True,1.0
2019,Other,Benjamin A. Burtt/Steve Boeddeker,Black Panther,False,7.0
2019,Other,John Warhurst/Nina Hartstone,Bohemian Rhapsody,True,5.0
2019,Other,Ai-Ling Lee/Mildred Iatrou Morgan,First Man,False,4.0
2019,Other,Ethan Van der Ryn/Erik Aadahl,A Quiet Place,False,1.0
2019,Other,Sergio Díaz/Skip Lievsay,Roma,False,10.0
2019,Other,Steve Boeddeker/Brandon Proctor/Peter Devlin,Black Panther,False,7.0
2019,Other,Paul Massey/Tim Cavagin/John Casali,Bohemian Rhapsody,True,5.0
2019,Other,Jon Taylor/Frank A. Montaño/Ai-Ling Lee/Mary H. Ellis,First Man,False,4.0
2019,Other,Skip Lievsay/Craig Henighan/José Antonio García,Roma,False,10.0
2019,Other,Tom Ozanich/Dean Zupancic/Jason Ruder/Steve Morrow,A Star Is Born,False,8.0
2019,Other,Dan DeLeeuw/Kelly Port/Russell Earl/Dan Sudick,Avengers: Infinity War,False,1.0
2019,Other,Christopher Lawrence/Michael Eames/Theo Jones/Chris Corbould,Christopher Robin,False,1.0
2019,Other,Paul Lambert/Ian Hunter/Tristan Myles/J.D. Schwalm,First Man,True,4.0
2019,Other,Roger Guyett/Grady Cofer/Matthew E. Butler/David Shirk,Ready Player One,False,1.0
2019,Other,Rob Bredow/Patrick Tubach/Neal Scanlan/Dominic Tuohy,Solo: A Star Wars Story,False,1.0
2019,Other,Joel Coen/Ethan Coen,The Ballad of Buster Scruggs,False,3.0
2019,Other,Charlie Wachtel/David Rabinowitz/Kevin Willmott/Spike Lee,BlacKkKlansman,True,6.0
2019,Other,Nicole Holofcener/Jeff Whitty,Can You Ever Forgive Me?,False,3.0
2019,Other,Barry Jenkins,If Beale Street Could Talk,False,3.0
2019,Other,Eric Roth/Bradley Cooper/Will Fetters,A Star Is Born,False,8.0
2019,Other,Deborah Davis/Tony McNamara,The Favourite,False,10.0
2019,Other,Paul Schrader,First Reformed,False,1.0
2019,Other,Nick Vallelonga/Brian Currie/Peter Farrelly,Green Book,True,5.0
2019,Other,Alfonso Cuarón,Roma,False,10.0
2019,Other,Adam McKay,Vice,False,8.0
2019,Other,Marvin Levy,,True,
2019,Other,Lalo Schifrin,,True,
2019,Other,Cicely Tyson,,True,
2019,Other,Kathleen Kennedy/Frank Marshall,,True,
2019,Other,Curtis Clark,,True,
2020,Leading Actor,Antonio Banderas,Pain and Glory,False,2.0
2020,Leading Actor,Leonardo DiCaprio,Once upon a Time...in Hollywood,False,10.0
2020,Leading Actor,Adam Driver,Marriage Story,False,6.0
2020,Leading Actor,Joaquin Phoenix,Joker,True,11.0
2020,Leading Actor,Jonathan Pryce,The Two Popes,False,3.0
2020,Supporting Actor,Tom Hanks,A Beautiful Day in the Neighborhood,False,1.0
2020,Supporting Actor,Anthony Hopkins,The Two Popes,False,3.0
2020,Supporting Actor,Al Pacino,The Irishman,False,10.0
2020,Supporting Actor,Joe Pesci,The Irishman,False,10.0
2020,Supporting Actor,Brad Pitt,Once upon a Time...in Hollywood,True,10.0
2020,Leading Actress,Cynthia Erivo,Harriet,False,2.0
2020,Leading Actress,Scarlett Johansson,Marriage Story,False,6.0
2020,Leading Actress,Saoirse Ronan,Little Women,False,6.0
2020,Leading Actress,Charlize Theron,Bombshell,False,3.0
2020,Leading Actress,Renée Zellweger,Judy,True,2.0
2020,Supporting Actress,Kathy Bates,Richard Jewell,False,1.0
2020,Supporting Actress,Laura Dern,Marriage Story,True,6.0
2020,Supporting Actress,Scarlett Johansson,Jojo Rabbit,False,6.0
2020,Supporting Actress,Florence Pugh,Little Women,False,6.0
2020,Supporting Actress,Margot Robbie,Bombshell,False,3.0
2020,Other,Dean DeBlois/Bradford Lewis/Bonnie Arnold,How to Train Your Dragon: The Hidden World,False,1.0
2020,Other,Jérémy Clapin/Marc du Pontavice,I Lost My Body,False,1.0
2020,Other,Sergio Pablos/Jinko Gotoh/Marisa Román,Klaus,False,1.0
2020,Other,Chris Butler/Arianne Sutner/Travis Knight,Missing Link,False,1.0
2020,Other,Josh Cooley/Mark Nielsen/Jonas Rivera,Toy Story 4,True,2.0
2020,Cinematography,Rodrigo Prieto,The Irishman,False,10.0
2020,Cinematography,Lawrence Sher,Joker,False,11.0
2020,Cinematography,Jarin Blaschke,The Lighthouse,False,1.0
2020,Cinematography,Roger Deakins,1917,True,10.0
2020,Cinematography,Robert Richardson,Once upon a Time...in Hollywood,False,10.0
2020,Other,Sandy Powell/Christopher Peterson,The Irishman,False,10.0
2020,Other,Mayes C. Rubeo,Jojo Rabbit,False,6.0
2020,Other,Mark Bridges,Joker,False,11.0
2020,Other,Jacqueline Durran,Little Women,True,6.0
2020,Other,Arianne Phillips,Once upon a Time...in Hollywood,False,10.0
2020,Director,Martin Scorsese,The Irishman,False,10.0
2020,Director,Todd Phillips,Joker,False,11.0
2020,Director,Sam Mendes,1917,False,10.0
2020,Director,Quentin Tarantino,Once upon a Time...in Hollywood,False,10.0
2020,Director,Bong Joon Ho,Parasite,True,6.0
2020,Other,Steven Bognar/Julia Reichert/Jeff Reichert,American Factory,True,1.0
2020,Other,Feras Fayyad/Kirstine Barfod/Sigrid Dyekjær,The Cave,False,1.0
2020,Other,Petra Costa/Joanna Natasegara/Shane Boris/Tiago Pavan,The Edge of Democracy,False,1.0
2020,Other,Waad al-Kateab/Edward Watts,For Sama,False,1.0
2020,Other,Ljubo Stefanov/Tamara Kotevska/Atanas Georgiev,Honeyland,False,2.0
2020,Other,Yi Seung-Jun/Gary Byung-Seok Kam,In the Absence,False,1.0
2020,Other,Carol Dysinger/Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),True,1.0
2020,Other,John Haptas/Kristine Samuelson,Life Overtakes Me,False,1.0
2020,Other,Smriti Mundhra/Sami Khan,St. Louis Superman,False,1.0
2020,Other,Laura Nix/Colette Sandstedt,Walk Run Cha-Cha,False,1.0
2020,Film Editing,Michael McCusker/Andrew Buckland,Ford v Ferrari,True,4.0
2020,Film Editing,Thelma Schoonmaker,The Irishman,False,10.0
2020,Film Editing,Tom Eagles,Jojo Rabbit,False,6.0
2020,Film Editing,Jeff Groth,Joker,False,11.0
2020,Film Editing,Yang Jinmo,Parasite,False,6.0
2020,Other,Poland,Corpus Christi,False,1.0
2020,Other,North Macedonia,Honeyland,False,2.0
2020,Other,France,Les Misérables,False,1.0
2020,Other,Spain,Pain and Glory,False,2.0
2020,Other,South Korea,Parasite,True,6.0
2020,Other,Kazu Hiro/Anne Morgan/Vivian Baker,Bombshell,True,3.0
2020,Other,Nicki Ledermann/Kay Georgiou,Joker,False,11.0
2020,Other,Jeremy Woodhead,Judy,False,2.0
2020,Other,Paul Gooch/Arjen Tuiten/David White,Maleficent: Mistress of Evil,False,1.0
2020,Other,Naomi Donne/Tristan Versluis/Rebecca Cole,1917,False,10.0
2020,Other,Hildur Guðnadóttir,Joker,True,11.0
2020,Other,Alexandre Desplat,Little Women,False,6.0
2020,Other,Randy Newman,Marriage Story,False,6.0
2020,Other,Thomas Newman,1917,False,10.0
2020,Other,John Williams,Star Wars: The Rise of Skywalker,False,3.0
2020,Other,Randy Newman,Toy Story 4,False,2.0
2020,Other,Elton John/Bernie Taupin,Rocketman,True,1.0
2020,Other,Diane Warren,Breakthrough,False,1.0
2020,Other,Kristen Anderson-Lopez/Robert Lopez,Frozen II,False,1.0
2020,Other,Joshuah Brian Campbell/Cynthia Erivo,Harriet,False,2.0
2020,Best Picture,Peter Chernin/Jenno Topping/James Mangold,Ford v Ferrari,False,4.0
2020,Best Picture,Martin Scorsese/Robert De Niro/Jane Rosenthal/Emma Tillinger Koskoff,The Irishman,False,10.0
2020,Best Picture,Carthew Neal/Taika Waititi/Chelsea Winstanley,Jojo Rabbit,False,6.0
2020,Best Picture,Todd Phillips/Bradley Cooper/Emma Tillinger Koskoff,Joker,False,11.0
2020,Best Picture,Amy Pascal,Little Women,False,6.0
2020,Best Picture,Noah Baumbach/David Heyman,Marriage Story,False,6.0
2020,Best Picture,Sam Mendes/Pippa Harris/Jayne-Ann Tenggren/Callum McDougall,1917,False,10.0
2020,Best Picture,David Heyman/Shannon McIntosh/Quentin Tarantino,Once upon a Time...in Hollywood,False,10.0
2020,Best Picture,Kwak Sin Ae/Bong Joon Ho,Parasite,True,6.0
2020,Other,Bob Shaw/Regina Graves,The Irishman,False,10.0
2020,Other,Ra Vincent/Nora Sopková,Jojo Rabbit,False,6.0
2020,Other,Dennis Gassner/Lee Sandales,1917,False,10.0
2020,Other,Barbara Ling/Nancy Haigh,Once upon a Time...in Hollywood,True,10.0
2020,Other,Lee Ha Jun/Cho Won Woo,Parasite,False,6.0
2020,Other,Daria Kashcheeva,Dcera (Daughter),False,1.0
2020,Other,Matthew A. Cherry/Karen Rupert Toliver,Hair Love,True,1.0
2020,Other,Rosana Sullivan/Kathryn Hendrickson,Kitbull,False,1.0
2020,Other,Bruno Collet/Jean-François Le Corre,Memorable,False,1.0
2020,Other,Siqi Song,Sister,False,1.0
2020,Other,Meryam Joobeur/Maria Gracia Turgeon,Brotherhood,False,1.0
2020,Other,Yves Piat/Damien Megherbi,Nefta Football Club,False,1.0
2020,Other,Marshall Curry,The Neighbors' Window,True,1.0
2020,Other,Bryan Buckley/Matt Lefebvre,Saria,False,1.0
2020,Other,Delphine Girard,A Sister,False,1.0
2020,Other,Donald Sylvester,Ford v Ferrari,True,4.0
2020,Other,Alan Robert Murray,Joker,False,11.0
2020,Other,Oliver Tarney/Rachael Tate,1917,False,10.0
2020,Other,Wylie Stateman,Once upon a Time...in Hollywood,False,10.0
2020,Other,Matthew Wood/David Acord,Star Wars: The Rise of Skywalker,False,3.0
2020,Other,Gary Rydstrom/Tom Johnson/Mark Ulano,Ad Astra,False,1.0
2020,Other,Paul Massey/David Giammarco/Steven A. Morrow,Ford v Ferrari,False,4.0
2020,Other,Tom Ozanich/Dean Zupancic/Tod Maitland,Joker,False,11.0
2020,Other,Mark Taylor/Stuart Wilson,1917,True,10.0
2020,Other,Michael Minkler/Christian P. Minkler/Mark Ulano,Once upon a Time...in Hollywood,False,10.0
2020,Other,Dan DeLeeuw/Russell Earl/Matt Aitken/Dan Sudick,Avengers: Endgame,False,1.0
2020,Other,Pablo Helman/Leandro Estebecorena/Nelson Sepulveda-Fauser/Stephane Grabli,The Irishman,False,10.0
2020,Other,Robert Legato/Adam Valdez/Andrew R. Jones/Elliot Newman,The Lion King,False,1.0
2020,Other,Guillaume Rocheron/Greg Butler/Dominic Tuohy,1917,True,10.0
2020,Other,Roger Guyett/Neal Scanlan/Patrick Tubach/Dominic Tuohy,Star Wars: The Rise of Skywalker,False,3.0
2020,Other,Steven Zaillian,The Irishman,False,10.0
2020,Other,Taika Waititi,Jojo Rabbit,True,6.0
2020,Other,Todd Phillips/Scott Silver,Joker,False,11.0
2020,Other,Greta Gerwig,Little Women,False,6.0
2020,Other,Anthony McCarten,The Two Popes,False,3.0
2020,Other,Rian Johnson,Knives Out,False,1.0
2020,Other,Noah Baumbach,Marriage Story,False,6.0
2020,Other,Sam Mendes/Krysty Wilson-Cairns,1917,False,10.0
2020,Other,Quentin Tarantino,Once upon a Time...in Hollywood,False,10.0
2020,Other,Bong Joon Ho/Han Jin Won,Parasite,True,6.0
2020,Other,Geena Davis,,True,
2020,Other,David Lynch,,True,
2020,Other,Wes Studi,,True,
2020,Other,Lina Wertmüller,,True,
2021,Leading Actor,Riz Ahmed,Sound of Metal,False,6.0
2021,Leading Actor,Chadwick Boseman,Ma Rainey's Black Bottom,False,5.0
2021,Leading Actor,Anthony Hopkins,The Father,True,6.0
2021,Leading Actor,Gary Oldman,Mank,False,10.0
2021,Leading Actor,Steven Yeun,Minari,False,6.0
2021,Supporting Actor,Sacha Baron Cohen,The Trial of the Chicago 7,False,6.0
2021,Supporting Actor,Daniel Kaluuya,Judas and the Black Messiah,True,6.0
2021,Supporting Actor,Leslie Odom Jr.,One Night in Miami...,False,3.0
2021,Supporting Actor,Paul Raci,Sound of Metal,False,6.0
2021,Supporting Actor,Lakeith Stanfield,Judas and the Black Messiah,False,6.0
2021,Leading Actress,Viola Davis,Ma Rainey's Black Bottom,False,5.0
2021,Leading Actress,Andra Day,The United States vs. Billie Holiday,False,1.0
2021,Leading Actress,Vanessa Kirby,Pieces of a Woman,False,1.0
2021,Leading Actress,Frances McDormand,Nomadland,True,6.0
2021,Leading Actress,Carey Mulligan,Promising Young Woman,False,5.0
2021,Supporting Actress,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,False,2.0
2021,Supporting Actress,Glenn Close,Hillbilly Elegy,False,2.0
2021,Supporting Actress,Olivia Colman,The Father,False,6.0
2021,Supporting Actress,Amanda Seyfried,Mank,False,10.0
2021,Supporting Actress,Yuh-Jung Youn,Minari,True,6.0
2021,Other,Dan Scanlon/Kori Rae,Onward,False,1.0
2021,Other,Glen Keane/Gennie Rim/Peilin Chou,Over the Moon,False,1.0
2021,Other,Richard Phelan/Will Becher/Paul Kewley,A Shaun the Sheep Movie: Farmageddon,False,1.0
2021,Other,Pete Docter/Dana Murray,Soul,True,3.0
2021,Other,Tomm Moore/Ross Stewart/Paul Young/Stéphan Roelants,Wolfwalkers,False,1.0
2021,Cinematography,Sean Bobbitt,Judas and the Black Messiah,False,6.0
2021,Cinematography,Erik Messerschmidt,Mank,True,10.0
2021,Cinematography,Dariusz Wolski,News of the World,False,4.0
2021,Cinematography,Joshua James Richards,Nomadland,False,6.0
2021,Cinematography,Phedon Papamichael,The Trial of the Chicago 7,False,6.0
2021,Other,Alexandra Byrne,Emma,False,2.0
2021,Other,Ann Roth,Ma Rainey's Black Bottom,True,5.0
2021,Other,Trish Summerville,Mank,False,10.0
2021,Other,Bina Daigeler,Mulan,False,2.0
2021,Other,Massimo Cantini Parrini,Pinocchio,False,2.0
2021,Director,Thomas Vinterberg,Another Round,False,2.0
2021,Director,David Fincher,Mank,False,10.0
2021,Director,Lee Isaac Chung,Minari,False,6.0
2021,Director,Chloé Zhao,Nomadland,True,6.0
2021,Director,Emerald Fennell,Promising Young Woman,False,5.0
2021,Other,Alexander Nanau/Bianca Oana,Collective,False,2.0
2021,Other,Nicole Newnham/Jim LeBrecht/Sara Bolder,Crip Camp,False,1.0
2021,Other,Maite Alberdi/Marcela Santibáñez,The Mole Agent,False,1.0
2021,Other,Pippa Ehrlich/James Reed/Craig Foster,My Octopus Teacher,True,1.0
2021,Other,Garrett Bradley/Lauren Domino/Kellen Quinn,Time,False,1.0
2021,Other,Anthony Giacchino/Alice Doyard,Colette,True,1.0
2021,Other,Ben Proudfoot/Kris Bowers,A Concerto Is a Conversation,False,1.0
2021,Other,Anders Hammer/Charlotte Cook,Do Not Split,False,1.0
2021,Other,Skye Fitzgerald/Michael Scheuerman,Hunger Ward,False,1.0
2021,Other,Sophia Nahli Allison/Janice Duncan,A Love Song for Latasha,False,1.0
2021,Film Editing,Yorgos Lamprinos,The Father,False,6.0
2021,Film Editing,Chloé Zhao,Nomadland,False,6.0
2021,Film Editing,Frédéric Thoraval,Promising Young Woman,False,5.0
2021,Film Editing,Mikkel E. G. Nielsen,Sound of Metal,True,6.0
